Game_Date,Game_Time,Home_Team,Away_Team,Home_Score,Away_Score,Division,Travel_km,lat_d,lon_d,lat_o,lon_o,Temp_home,Humidity_home,Windspeed_home,Visibility_home,Precipitation_home,Cast_home,Game_Result,Total_Score,Temp_away,Humidity_away,Windspeed_away,Visibility_away,Precipitation_away,Cast_away
07/07/19,14:00,Crewe Railroaders,Birmingham Bulls,0,59,NFC 2 South,107,53.098382,-2.4791,52.367393,-1.949646,57.8,72.7,7.6,17.5,0.0,partly-cloudy-day,AW,59,60.2,69.8,4.2,18.9,0.0,partly-cloudy-day
07/07/19,14:00,Lincolnshire Bombers,Humber Warhawks,20,6,NFC 2 South,90,53.200232,-0.568557,53.737442,-0.410002,58.7,69.3,13.6,10.6,0.0,partly-cloudy-day,HW,26,57.2,73.1,11.2,12.4,0.0,partly-cloudy-day
30/06/19,14:00,Humber Warhawks,Staffordshire Surge,14,8,NFC 2 South,206,53.737442,-0.410002,52.979217,-2.171886,65.9,69.7,17.3,10.8,0.0,partly-cloudy-day,HW,22,60.9,75.9,17.6,17.9,0.0,partly-cloudy-day
30/06/19,14:00,Lincolnshire Bombers,Birmingham Bulls,7,21,NFC 2 South,213,53.200232,-0.568557,52.367393,-1.949646,65.7,66.6,20.8,10.8,0.0,partly-cloudy-day,AW,28,63.6,70.5,12.0,21.4,0.0,partly-cloudy-day
09/06/19,14:30,Staffordshire Surge,Lincolnshire Bombers,15,17,NFC 2 South,193,52.979217,-2.171886,53.200232,-0.568557,54.5,83.5,15.1,17.2,0.08,rain,AW,32,56.7,74.0,20.0,11.3,0.01,rain
09/06/19,14:00,Birmingham Bulls,Crewe Railroaders,74,0,NFC 2 South,107,52.367393,-1.949646,53.098382,-2.4791,56.9,74.4,13.0,19.2,0.01,rain,HW,74,56.4,79.9,16.7,16.2,0.05,rain
02/06/19,14:30,Staffordshire Surge,Birmingham Bulls,6,34,NFC 2 South,84,52.979217,-2.171886,52.367393,-1.949646,36.9,92.0,13.9,8.3,0.1,rain,AW,40,40.6,92.0,8.4,8.5,0.07,rain
26/05/19,14:00,Crewe Railroaders,Humber Warhawks,13,20,NFC 2 South,224,53.098382,-2.4791,53.737442,-0.410002,58.6,78.3,18.5,17.3,0.08,rain,AW,33,59.9,78.2,19.8,9.5,0.04,rain
19/05/19,14:00,Crewe Railroaders,Staffordshire Surge,12,32,NFC 2 South,28,53.098382,-2.4791,52.979217,-2.171886,53.0,82.7,9.7,15.7,0.0,partly-cloudy-day,AW,44,52.3,83.1,7.8,14.0,0.0,partly-cloudy-day
19/05/19,14:00,Humber Warhawks,Birmingham Bulls,0,32,NFC 2 South,237,53.737442,-0.410002,52.367393,-1.949646,53.6,89.0,7.9,3.5,0.0,partly-cloudy-day,AW,32,54.5,81.4,6.8,12.5,0.0,partly-cloudy-day
12/05/19,14:30,Birmingham Bulls,Humber Warhawks,42,0,NFC 2 South,237,52.367393,-1.949646,53.737442,-0.410002,36.1,94.0,17.4,9.0,0.01,rain,HW,42,38.5,87.8,22.3,8.7,0.0,partly-cloudy-day
05/05/19,14:00,Lincolnshire Bombers,Staffordshire Surge,11,8,NFC 2 South,193,53.200232,-0.568557,52.979217,-2.171886,40.8,68.3,10.4,11.3,0.0,partly-cloudy-day,HW,19,40.2,72.7,10.4,18.3,0.0,partly-cloudy-day
28/04/19,14:30,Staffordshire Surge,Humber Warhawks,31,16,NFC 2 South,206,52.979217,-2.171886,53.737442,-0.410002,44.6,83.8,17.4,11.4,0.61,rain,HW,47,46.1,83.5,12.8,8.3,0.02,rain
21/04/19,14:00,Humber Warhawks,Lincolnshire Bombers,0,42,NFC 2 South,90,53.737442,-0.410002,53.200232,-0.568557,51.5,67.1,12.4,5.7,0.0,clear-day,AW,42,56.5,61.9,10.3,6.7,0.0,clear-day
14/04/19,14:30,Staffordshire Surge,Crewe Railroaders,20,13,NFC 2 South,28,52.979217,-2.171886,53.098382,-2.4791,31.3,70.0,18.4,18.7,0.0,partly-cloudy-day,HW,33,33.6,66.5,18.2,19.3,0.0,partly-cloudy-day
14/04/19,14:00,Birmingham Bulls,Lincolnshire Bombers,12,0,NFC 2 South,213,52.367393,-1.949646,53.200232,-0.568557,35.2,68.4,13.3,16.3,0.0,partly-cloudy-day,HW,12,33.3,70.4,20.5,9.9,0.0,partly-cloudy-day
04/08/19,14:00,Furness Phantoms,Knottingley Raiders,19,8,NFC 2 West,183,54.189477,-3.063101,53.710176,-1.233479,48.1,75.3,19.7,9.4,0.0,clear-day,HW,27,39.2,94.9,12.6,2.8,0.0,partly-cloudy-day
04/08/19,14:00,Halton Spartans,Morecambe Bay Storm,41,13,NFC 2 West,98,53.365351,-2.739503,54.068223,-2.857129,48.7,78.9,14.2,4.8,0.0,partly-cloudy-day,HW,54,47.1,77.2,18.9,8.6,0.0,clear-day
28/07/19,14:00,Knottingley Raiders,Leeds Bobcats,20,40,NFC 2 West,40,53.710176,-1.233479,53.786392,-1.603447,60.6,96.9,10.9,5.6,0.52,rain,AW,60,60.7,95.2,12.7,4.8,0.65,rain
21/07/19,15:00,Morecambe Bay Storm,Knottingley Raiders,12,28,NFC 2 West,178,54.068223,-2.857129,53.710176,-1.233479,62.3,80.3,18.0,24.9,0.0,partly-cloudy-day,AW,40,61.5,75.4,16.3,20.8,0.0,partly-cloudy-day
21/07/19,14:00,Leeds Bobcats,Halton Spartans,6,36,NFC 2 West,99,53.786392,-1.603447,53.365351,-2.739503,61.7,74.8,13.7,10.8,0.0,partly-cloudy-day,AW,42,64.2,74.5,14.3,24.8,0.0,partly-cloudy-day
07/07/19,14:00,Furness Phantoms,Leeds Bobcats,0,50,NFC 2 West,145,54.189477,-3.063101,53.786392,-1.603447,58.5,76.9,12.3,23.9,0.0,partly-cloudy-day,AW,50,56.3,69.4,9.4,10.8,0.0,partly-cloudy-day
30/06/19,15:00,Morecambe Bay Storm,Furness Phantoms,43,16,NFC 2 West,74,54.068223,-2.857129,54.189477,-3.063101,61.2,81.6,20.2,17.8,0.01,rain,HW,59,61.1,82.4,20.7,15.4,0.01,rain
30/06/19,14:00,Knottingley Raiders,Halton Spartans,0,47,NFC 2 West,125,53.710176,-1.233479,53.365351,-2.739503,62.1,74.2,17.4,18.8,0.0,partly-cloudy-day,AW,47,62.8,74.5,16.6,18.6,0.0,partly-cloudy-day
16/06/19,14:00,Leeds Bobcats,Knottingley Raiders,44,0,NFC 2 West,40,53.786392,-1.603447,53.710176,-1.233479,53.5,81.6,15.6,9.1,0.11,rain,HW,44,53.8,80.7,17.1,15.9,0.11,rain
09/06/19,15:00,Morecambe Bay Storm,Halton Spartans,6,47,NFC 2 West,98,54.068223,-2.857129,53.365351,-2.739503,57.7,77.7,25.9,13.8,0.04,rain,AW,53,57.6,78.1,18.7,14.4,0.05,rain
09/06/19,14:00,Leeds Bobcats,Furness Phantoms,66,0,NFC 2 West,145,53.786392,-1.603447,54.189477,-3.063101,54.7,80.3,21.6,8.5,0.14,rain,HW,66,57.7,77.9,27.4,13.0,0.03,rain
02/06/19,14:00,Furness Phantoms,Halton Spartans,6,41,NFC 2 West,154,54.189477,-3.063101,53.365351,-2.739503,37.5,88.6,15.2,10.1,0.14,rain,AW,47,38.5,86.3,10.7,10.5,0.13,rain
02/06/19,14:00,Leeds Bobcats,Morecambe Bay Storm,44,12,NFC 2 West,108,53.786392,-1.603447,54.068223,-2.857129,36.5,89.8,12.8,6.4,0.1,rain,HW,56,37.4,87.3,14.1,10.9,0.17,rain
19/05/19,14:00,Halton Spartans,Leeds Bobcats,35,14,NFC 2 West,99,53.365351,-2.739503,53.786392,-1.603447,53.5,82.3,10.7,18.6,0.01,rain,HW,49,51.1,81.2,10.7,9.6,0.0,partly-cloudy-day
19/05/19,14:00,Knottingley Raiders,Furness Phantoms,20,14,NFC 2 West,183,53.710176,-1.233479,54.189477,-3.063101,52.0,82.6,7.8,13.3,0.0,partly-cloudy-day,HW,34,52.3,83.7,8.7,26.0,0.0,partly-cloudy-day
12/05/19,14:00,Halton Spartans,Knottingley Raiders,74,3,NFC 2 West,125,53.365351,-2.739503,53.710176,-1.233479,42.7,85.9,22.2,16.9,0.0,partly-cloudy-day,HW,77,37.2,88.1,29.0,13.5,0.01,rain
05/05/19,14:00,Halton Spartans,Furness Phantoms,47,0,NFC 2 West,154,53.365351,-2.739503,54.189477,-3.063101,42.7,70.5,14.5,21.4,0.0,partly-cloudy-day,HW,47,43.3,70.6,15.5,24.9,0.0,partly-cloudy-day
05/05/19,14:00,Knottingley Raiders,Morecambe Bay Storm,39,0,NFC 2 West,178,53.710176,-1.233479,54.068223,-2.857129,39.2,70.3,11.0,16.2,0.01,rain,HW,39,42.7,69.9,14.5,25.1,0.0,partly-cloudy-day
28/04/19,15:00,Morecambe Bay Storm,Leeds Bobcats,12,42,NFC 2 West,108,54.068223,-2.857129,53.786392,-1.603447,45.4,85.4,21.5,15.7,0.2,rain,AW,54,43.7,78.1,14.4,9.6,0.07,rain
14/04/19,14:00,Furness Phantoms,Morecambe Bay Storm,14,6,NFC 2 West,74,54.189477,-3.063101,54.068223,-2.857129,33.6,64.9,19.1,26.5,0.0,partly-cloudy-day,HW,20,33.4,64.5,18.8,27.3,0.0,partly-cloudy-day
04/08/19,14:00,Hastings Conquerors,Bournemouth Bobcats,0,60,SFC 2 North,215,50.867812,0.595539,50.756072,-1.898676,51.3,87.7,5.6,2.5,0.0,partly-cloudy-day,AW,60,48.7,86.2,10.0,6.8,0.0,partly-cloudy-day
04/08/19,14:00,Jurassic Coast Raptors,Swindon Storm,14,36,SFC 2 North,138,50.702744,-2.444262,51.574158,-1.786452,47.2,89.6,8.7,5.7,0.0,partly-cloudy-day,AW,50,45.4,96.4,8.3,2.1,0.01,rain
28/07/19,14:00,Hastings Conquerors,Jurassic Coast Raptors,6,54,SFC 2 North,252,50.867812,0.595539,50.702744,-2.444262,63.5,80.6,11.6,17.8,0.0,partly-cloudy-day,AW,60,63.6,72.3,18.3,19.7,0.0,partly-cloudy-day
28/07/19,14:00,Swindon Storm,London Blitz B,0,47,SFC 2 North,147,51.574158,-1.786452,51.574647,-0.103116,63.2,70.0,14.4,23.2,0.0,partly-cloudy-day,AW,47,65.3,70.6,13.9,25.2,0.0,clear-day
21/07/19,14:00,Bournemouth Bobcats,Hastings Conquerors,52,0,SFC 2 North,215,50.756072,-1.898676,50.867812,0.595539,62.6,78.3,14.9,30.6,0.0,partly-cloudy-day,HW,52,62.4,77.8,9.9,21.7,0.0,partly-cloudy-day
21/07/19,14:00,Jurassic Coast Raptors,London Blitz B,16,68,SFC 2 North,218,50.702744,-2.444262,51.574647,-0.103116,62.7,83.3,14.4,19.1,0.0,partly-cloudy-day,AW,84,65.2,69.0,13.1,25.4,0.0,clear-day
30/06/19,14:00,Hastings Conquerors,Swindon Storm,0,69,SFC 2 North,234,50.867812,0.595539,51.574158,-1.786452,64.7,77.7,12.5,14.4,0.0,partly-cloudy-day,AW,69,62.5,75.0,15.1,21.7,0.0,partly-cloudy-day
30/06/19,12:00,London Blitz B,Jurassic Coast Raptors,68,0,SFC 2 North,218,51.574647,-0.103116,50.702744,-2.444262,68.1,63.8,14.3,18.9,0.0,clear-day,HW,68,61.7,81.8,16.5,14.5,0.0,partly-cloudy-day
23/06/19,12:00,London Blitz B,Swindon Storm,32,0,SFC 2 North,147,51.574647,-0.103116,51.574158,-1.786452,65.2,71.6,13.1,14.6,0.0,clear-day,HW,32,62.3,73.7,12.7,17.7,0.0,partly-cloudy-day
16/06/19,14:00,Hastings Conquerors,London Blitz B,0,39,SFC 2 North,114,50.867812,0.595539,51.574647,-0.103116,57.9,86.3,14.2,14.4,0.09,rain,AW,39,59.4,76.6,18.8,18.7,0.04,rain
15/06/19,19:00,Jurassic Coast Raptors,Bournemouth Bobcats,6,44,SFC 2 North,45,50.702744,-2.444262,50.756072,-1.898676,55.9,85.2,17.7,14.3,0.03,rain,AW,50,57.4,80.1,16.0,14.3,0.04,rain
09/06/19,14:00,Swindon Storm,Bournemouth Bobcats,7,17,SFC 2 North,152,51.574158,-1.786452,50.756072,-1.898676,55.0,80.5,16.4,10.5,0.02,rain,AW,24,55.6,81.4,17.4,24.2,0.0,partly-cloudy-day
08/06/19,19:00,Jurassic Coast Raptors,Hastings Conquerors,9,0,SFC 2 North,252,50.702744,-2.444262,50.867812,0.595539,63.9,83.7,20.2,11.9,0.03,rain,HW,9,63.7,82.0,13.2,13.3,0.0,partly-cloudy-day
02/06/19,15:00,Swindon Storm,Jurassic Coast Raptors,28,3,SFC 2 North,138,51.574158,-1.786452,50.702744,-2.444262,42.2,93.6,12.5,9.6,0.14,rain,HW,31,43.5,96.0,21.5,5.3,0.26,rain
26/05/19,14:00,Bournemouth Bobcats,Swindon Storm,51,0,SFC 2 North,152,50.756072,-1.898676,51.574158,-1.786452,57.5,87.4,17.0,16.2,0.0,partly-cloudy-day,HW,51,58.0,85.4,14.4,19.4,0.01,rain
19/05/19,15:30,London Blitz B,Bournemouth Bobcats,17,10,SFC 2 North,180,51.574647,-0.103116,50.756072,-1.898676,56.7,76.3,6.3,9.2,0.01,rain,HW,27,53.1,88.8,10.1,6.1,0.15,rain
19/05/19,14:00,Swindon Storm,Hastings Conquerors,64,0,SFC 2 North,234,51.574158,-1.786452,50.867812,0.595539,54.4,80.6,8.3,11.4,0.03,rain,HW,64,55.3,79.7,6.1,5.4,0.0,partly-cloudy-day
12/05/19,14:00,London Blitz B,Hastings Conquerors,82,0,SFC 2 North,114,51.574647,-0.103116,50.867812,0.595539,38.5,89.3,16.6,7.6,0.01,rain,HW,82,37.0,93.7,15.0,6.8,0.01,rain
28/04/19,14:00,Bournemouth Bobcats,London Blitz B,33,39,SFC 2 North,180,50.756072,-1.898676,51.574647,-0.103116,47.4,71.5,16.9,14.8,0.0,partly-cloudy-day,AW,72,48.7,64.3,14.7,23.1,0.01,rain
14/04/19,14:00,Bournemouth Bobcats,Jurassic Coast Raptors,19,2,SFC 2 North,45,50.756072,-1.898676,50.702744,-2.444262,35.7,64.6,16.3,12.4,0.0,partly-cloudy-day,HW,21,34.3,67.1,23.5,16.2,0.0,partly-cloudy-day
04/08/19,14:00,South Wales Warriors,Cornish Sharks,51,0,SFC 2 West,326,51.535228,-3.442218,50.413736,-5.062364,48.1,87.6,13.3,3.1,0.0,partly-cloudy-day,HW,51,46.9,86.9,21.7,6.6,0.05,rain
21/07/19,14:00,Torbay Trojans,Cornish Sharks,52,20,SFC 2 West,119,50.441525,-3.589408,50.413736,-5.062364,61.1,86.2,22.3,11.9,0.0,partly-cloudy-day,HW,72,64.1,81.8,19.5,9.9,0.0,partly-cloudy-day
21/07/19,14:00,Worcestershire Black Knights,Bristol Apache,0,47,SFC 2 West,98,52.212998,-2.211645,51.51264,-2.555479,63.6,75.9,12.2,22.9,0.0,partly-cloudy-day,AW,47,62.7,77.7,11.6,24.7,0.0,partly-cloudy-day
07/07/19,14:00,Bristol Apache,Somerset Wyverns,10,19,SFC 2 West,79,51.51264,-2.555479,51.015717,-3.092933,62.6,70.9,7.3,22.4,0.03,rain,AW,29,62.4,74.2,8.0,19.3,0.01,rain
07/07/19,14:00,South Wales Warriors,Torbay Trojans,10,6,SFC 2 West,227,51.535228,-3.442218,50.441525,-3.589408,62.0,72.7,11.7,16.3,0.0,partly-cloudy-day,HW,16,62.9,77.5,14.3,12.5,0.0,partly-cloudy-day
30/06/19,14:00,Worcestershire Black Knights,Somerset Wyverns,6,44,SFC 2 West,170,52.212998,-2.211645,51.015717,-3.092933,63.4,71.9,13.0,18.1,0.0,partly-cloudy-day,AW,50,61.1,77.4,13.1,16.1,0.0,partly-cloudy-day
23/06/19,14:00,Bristol Apache,Worcestershire Black Knights,45,2,SFC 2 West,98,51.51264,-2.555479,52.212998,-2.211645,62.1,74.8,11.9,17.1,0.03,rain,HW,47,61.8,78.1,9.5,14.4,0.02,rain
23/06/19,14:00,Torbay Trojans,South Wales Warriors,14,48,SFC 2 West,227,50.441525,-3.589408,51.535228,-3.442218,58.2,82.4,14.8,10.4,0.05,rain,AW,62,61.4,77.7,14.5,11.8,0.12,rain
16/06/19,14:00,Bristol Apache,Cornish Sharks,28,0,SFC 2 West,265,51.51264,-2.555479,50.413736,-5.062364,56.4,83.3,15.1,17.4,0.06,rain,HW,28,56.6,89.5,21.8,7.0,0.02,rain
09/06/19,14:30,Somerset Wyverns,South Wales Warriors,7,26,SFC 2 West,140,51.015717,-3.092933,51.535228,-3.442218,54.9,86.3,15.4,13.2,0.04,rain,AW,33,58.8,80.4,21.6,11.2,0.09,rain
09/06/19,14:00,Torbay Trojans,Worcestershire Black Knights,49,0,SFC 2 West,257,50.441525,-3.589408,52.212998,-2.211645,53.5,93.4,27.2,10.6,0.06,rain,HW,49,57.8,73.0,12.0,18.7,0.01,rain
02/06/19,14:00,South Wales Warriors,Somerset Wyverns,29,6,SFC 2 West,140,51.535228,-3.442218,51.015717,-3.092933,41.7,91.6,12.7,6.1,0.39,rain,HW,35,40.9,94.0,20.4,6.7,0.39,rain
02/06/19,14:00,Worcestershire Black Knights,Cornish Sharks,6,20,SFC 2 West,356,52.212998,-2.211645,50.413736,-5.062364,40.9,91.5,9.9,8.5,0.07,rain,AW,26,41.2,91.2,34.2,6.2,0.15,rain
26/05/19,14:30,Somerset Wyverns,Torbay Trojans,0,12,SFC 2 West,94,51.015717,-3.092933,50.441525,-3.589408,55.7,89.7,12.9,12.9,0.02,rain,AW,12,56.9,88.0,12.9,9.3,0.01,rain
26/05/19,14:00,Cornish Sharks,Bristol Apache,7,23,SFC 2 West,265,50.413736,-5.062364,51.51264,-2.555479,54.7,96.6,16.0,4.1,0.02,rain,AW,30,57.8,85.3,15.2,18.5,0.02,rain
19/05/19,14:00,Bristol Apache,South Wales Warriors,21,46,SFC 2 West,78,51.51264,-2.555479,51.535228,-3.442218,54.1,80.7,8.2,16.6,0.02,rain,AW,67,53.6,80.9,12.5,13.9,0.0,partly-cloudy-day
12/05/19,14:00,South Wales Warriors,Worcestershire Black Knights,55,0,SFC 2 West,155,51.535228,-3.442218,52.212998,-2.211645,41.6,93.3,19.0,8.3,0.01,rain,HW,55,36.7,94.1,18.3,9.3,0.02,rain
05/05/19,14:30,Somerset Wyverns,Bristol Apache,14,44,SFC 2 West,79,51.015717,-3.092933,51.51264,-2.555479,42.2,65.7,8.5,20.8,0.0,partly-cloudy-day,AW,58,43.2,66.9,8.7,18.3,0.0,partly-cloudy-day
05/05/19,14:00,Cornish Sharks,Torbay Trojans,18,20,SFC 2 West,119,50.413736,-5.062364,50.441525,-3.589408,43.1,67.0,11.3,11.2,0.0,clear-day,AW,38,48.6,72.2,20.8,13.1,0.0,partly-cloudy-day
28/04/19,14:00,Cornish Sharks,South Wales Warriors,0,33,SFC 2 West,326,50.413736,-5.062364,51.535228,-3.442218,46.7,91.6,17.1,6.0,0.11,rain,AW,33,44.2,80.1,18.6,11.5,0.0,partly-cloudy-day
28/04/19,14:00,Worcestershire Black Knights,Torbay Trojans,0,46,SFC 2 West,257,52.212998,-2.211645,50.441525,-3.589408,47.8,73.0,12.2,15.7,0.0,partly-cloudy-day,AW,46,64.6,79.0,17.2,11.5,0.01,rain
21/04/19,14:30,Somerset Wyverns,Worcestershire Black Knights,42,6,SFC 2 West,170,51.015717,-3.092933,52.212998,-2.211645,59.0,53.2,7.5,11.5,0.0,clear-day,HW,48,56.5,64.1,5.0,11.9,0.0,clear-day
14/04/19,14:00,Cornish Sharks,Somerset Wyverns,8,12,SFC 2 West,193,50.413736,-5.062364,51.015717,-3.092933,33.9,71.7,35.2,6.7,0.51,rain,AW,20,32.3,67.4,18.8,15.3,0.0,partly-cloudy-day
14/04/19,14:00,Torbay Trojans,Bristol Apache,20,12,SFC 2 West,166,50.441525,-3.589408,51.51264,-2.555479,48.5,72.6,24.3,12.2,0.0,partly-cloudy-day,HW,32,34.5,65.3,16.3,14.3,0.0,partly-cloudy-day
04/08/19,14:00,East Essex Sabres,East Kent Mavericks,7,31,SFC 2 South,105,51.56832,0.599318,51.260933,1.084827,46.7,88.6,9.8,1.9,0.03,rain,AW,38,46.9,93.2,10.5,1.6,0.01,rain
04/08/19,14:00,Essex Spartans,Ipswich Cardinals,27,14,SFC 2 South,115,51.505368,0.273049,52.070695,1.208012,48.0,88.9,6.3,2.0,0.02,rain,HW,41,47.2,87.6,11.0,2.1,0.01,rain
04/08/19,14:00,Norwich Devils,Maidstone Pumas,53,19,SFC 2 South,230,52.637751,1.360892,51.247448,0.533776,48.3,87.6,11.4,2.7,0.0,clear-day,HW,72,48.8,88.8,5.6,2.2,0.01,rain
28/07/19,14:30,Ipswich Cardinals,East Kent Mavericks,40,35,SFC 2 South,192,52.070695,1.208012,51.260933,1.084827,60.0,94.0,17.5,10.9,0.57,rain,HW,75,63.1,83.5,14.2,23.8,0.05,rain
21/07/19,14:00,East Kent Mavericks,Essex Spartans,14,23,SFC 2 South,83,51.260933,1.084827,51.505368,0.273049,63.8,74.8,12.2,22.7,0.0,partly-cloudy-day,AW,37,64.6,70.9,13.2,27.4,0.0,partly-cloudy-day
07/07/19,14:00,Norwich Devils,Ipswich Cardinals,27,21,SFC 2 South,78,52.637751,1.360892,52.070695,1.208012,58.5,69.1,11.3,6.3,0.0,partly-cloudy-day,HW,48,58.1,74.5,9.7,12.5,0.03,rain
30/06/19,14:30,Ipswich Cardinals,East Essex Sabres,21,7,SFC 2 South,94,52.070695,1.208012,51.56832,0.599318,66.5,68.1,16.5,14.3,0.0,partly-cloudy-day,HW,28,69.3,62.8,16.5,9.5,0.0,clear-day
30/06/19,14:00,Norwich Devils,Essex Spartans,6,8,SFC 2 South,192,52.637751,1.360892,51.505368,0.273049,68.0,67.9,16.1,6.9,0.0,clear-day,AW,14,67.4,67.0,13.8,22.4,0.0,clear-day
23/06/19,14:30,Ipswich Cardinals,Maidstone Pumas,29,0,SFC 2 South,154,52.070695,1.208012,51.247448,0.533776,62.1,82.4,13.4,8.3,0.0,partly-cloudy-day,HW,29,63.3,79.3,12.4,10.8,0.0,partly-cloudy-day
23/06/19,14:00,Essex Spartans,East Kent Mavericks,27,8,SFC 2 South,83,51.505368,0.273049,51.260933,1.084827,63.8,75.9,12.6,12.8,0.0,partly-cloudy-day,HW,35,63.9,81.6,17.9,7.6,0.0,partly-cloudy-day
16/06/19,14:00,East Kent Mavericks,Maidstone Pumas,30,19,SFC 2 South,43,51.260933,1.084827,51.247448,0.533776,59.4,81.6,19.3,19.7,0.01,rain,HW,49,58.4,82.0,16.2,18.1,0.07,rain
16/06/19,14:00,Norwich Devils,East Essex Sabres,3,0,SFC 2 South,157,52.637751,1.360892,51.56832,0.599318,59.5,79.2,17.2,6.3,0.04,rain,HW,3,60.0,75.7,23.1,9.5,0.01,rain
02/06/19,14:30,Ipswich Cardinals,Norwich Devils,31,31,SFC 2 South,78,52.070695,1.208012,52.637751,1.360892,42.1,94.9,12.9,5.5,0.14,rain,T,62,42.2,91.6,16.1,5.0,0.05,rain
26/05/19,14:00,East Essex Sabres,Norwich Devils,6,12,SFC 2 South,157,51.56832,0.599318,52.637751,1.360892,64.0,67.6,19.6,10.8,0.0,partly-cloudy-day,AW,18,61.9,77.5,19.6,6.2,0.01,rain
26/05/19,14:00,Maidstone Pumas,Essex Spartans,6,33,SFC 2 South,45,51.247448,0.533776,51.505368,0.273049,61.3,77.5,13.6,20.1,0.0,partly-cloudy-day,AW,39,62.7,74.0,16.6,28.5,0.0,partly-cloudy-day
19/05/19,14:00,Maidstone Pumas,East Kent Mavericks,0,25,SFC 2 South,43,51.247448,0.533776,51.260933,1.084827,54.6,82.3,6.5,5.1,0.0,partly-cloudy-day,AW,25,53.8,85.4,11.4,4.6,0.02,rain
12/05/19,14:00,East Essex Sabres,Essex Spartans,0,21,SFC 2 South,26,51.56832,0.599318,51.505368,0.273049,34.5,93.8,22.0,5.9,0.01,rain,AW,21,35.3,91.2,18.2,9.0,0.01,rain
05/05/19,14:00,East Kent Mavericks,Norwich Devils,11,18,SFC 2 South,268,51.260933,1.084827,52.637751,1.360892,40.5,74.5,15.3,12.3,0.01,rain,AW,29,42.9,66.0,13.9,6.6,0.09,rain
05/05/19,14:00,Maidstone Pumas,East Essex Sabres,7,20,SFC 2 South,67,51.247448,0.533776,51.56832,0.599318,42.2,67.7,11.2,15.4,0.01,rain,AW,27,42.4,66.8,14.5,8.3,0.01,rain
28/04/19,14:00,East Kent Mavericks,Ipswich Cardinals,6,16,SFC 2 South,192,51.260933,1.084827,52.070695,1.208012,44.4,79.4,15.1,14.4,0.04,rain,AW,22,42.3,84.0,19.4,11.3,0.05,rain
28/04/19,14:00,Essex Spartans,Maidstone Pumas,40,0,SFC 2 South,45,51.505368,0.273049,51.247448,0.533776,46.9,68.3,15.0,24.6,0.01,rain,HW,40,46.6,70.4,12.7,20.4,0.01,rain
21/04/19,14:00,East Essex Sabres,Ipswich Cardinals,14,14,SFC 2 South,94,51.56832,0.599318,52.070695,1.208012,52.0,67.2,10.0,5.9,0.0,clear-day,T,28,55.2,56.4,12.6,8.1,0.0,clear-day
14/04/19,14:00,Essex Spartans,East Essex Sabres,12,0,SFC 2 South,26,51.505368,0.273049,51.56832,0.599318,35.8,67.5,13.2,14.7,0.0,partly-cloudy-day,HW,12,35.6,71.2,13.2,9.2,0.0,partly-cloudy-day
14/04/19,14:00,Maidstone Pumas,Norwich Devils,0,32,SFC 2 South,230,51.247448,0.533776,52.637751,1.360892,35.7,70.0,12.8,13.5,0.0,partly-cloudy-day,AW,32,35.8,74.5,15.0,6.6,0.0,partly-cloudy-day
