Date,Team,Division,Score,Opponent,Travel_km,Game_Status,Team_Status,Score_Type,Temp,Windspeed,Humidity,Visibility,Precipitation,Cast,Date_day,Total_Score
2019-04-14 14:00:00,East Kilbride Pirates,NFC 1 North,23,12,246,@ Away,W,Score @ Away,38.3,21.6,68.0,6.4,0.0,partly-cloudy-day,2019-04-14,35
2019-07-28 13:45:00,Glasgow Tigers,NFC 1 North,12,15,368,@ Away,L,Score @ Away,60.3,11.9,95.7,5.1,0.71,rain,2019-07-28,27
2019-07-21 13:00:00,Glasgow Tigers,NFC 1 North,40,0,0,@ Home,W,Score @ Home,60.5,16.2,84.9,8.9,0.08,rain,2019-07-21,40
2019-07-07 14:00:00,Glasgow Tigers,NFC 1 North,3,28,244,@ Away,L,Score @ Away,50.8,19.0,75.4,6.5,0.04,rain,2019-07-07,31
2019-06-30 12:00:00,Glasgow Tigers,NFC 1 North,0,42,0,@ Home,L,Score @ Home,59.3,21.3,83.1,7.1,0.1,rain,2019-06-30,42
2019-06-16 14:30:00,Glasgow Tigers,NFC 1 North,7,39,9,@ Away,L,Score @ Away,54.7,15.0,74.5,9.8,0.0,partly-cloudy-day,2019-06-16,46
2019-09-06 13:00:00,Glasgow Tigers,NFC 1 North,13,12,0,@ Home,W,Score @ Home,42.5,24.7,83.4,9.4,0.03,rain,2019-09-06,25
2019-05-19 12:00:00,Glasgow Tigers,NFC 1 North,14,47,0,@ Home,L,Score @ Home,53.6,11.6,79.2,9.2,0.02,rain,2019-05-19,61
2019-12-05 14:00:00,Glasgow Tigers,NFC 1 North,42,0,261,@ Away,W,Score @ Away,36.4,21.0,87.9,7.4,0.29,rain,2019-12-05,42
2019-04-28 13:00:00,Glasgow Tigers,NFC 1 North,13,0,0,@ Home,W,Score @ Home,52.3,9.2,84.8,5.5,0.02,rain,2019-04-28,13
2019-04-21 14:00:00,Glasgow Tigers,NFC 1 North,14,22,252,@ Away,L,Score @ Away,52.7,7.8,85.1,8.2,0.02,rain,2019-04-21,36
2019-07-28 14:00:00,Aberdeen Roughnecks,NFC 1 North,6,16,391,@ Away,L,Score @ Away,63.4,11.4,97.2,5.1,0.02,rain,2019-07-28,22
2019-07-07 14:00:00,Aberdeen Roughnecks,NFC 1 North,28,3,0,@ Home,W,Score @ Home,50.8,19.0,75.4,6.5,0.04,rain,2019-07-07,31
2019-06-30 16:00:00,Aberdeen Roughnecks,NFC 1 North,6,52,246,@ Away,L,Score @ Away,59.2,21.1,83.2,7.9,0.09,rain,2019-06-30,58
2019-06-23 14:00:00,Aberdeen Roughnecks,NFC 1 North,56,0,0,@ Home,W,Score @ Home,56.5,15.8,78.5,6.3,0.0,clear-day,2019-06-23,56
2019-09-06 13:00:00,Aberdeen Roughnecks,NFC 1 North,12,13,244,@ Away,L,Score @ Away,42.5,24.7,83.4,9.4,0.03,rain,2019-09-06,25
2019-01-06 12:00:00,Aberdeen Roughnecks,NFC 1 North,0,2,0,@ Home,L,Score @ Home,34.7,13.7,71.3,10.0,0.0,partly-cloudy-day,2019-01-06,2
2019-05-26 14:00:00,Aberdeen Roughnecks,NFC 1 North,36,6,406,@ Away,W,Score @ Away,58.8,10.3,94.5,12.3,1.0,rain,2019-05-26,42
2019-05-05 14:00:00,Aberdeen Roughnecks,NFC 1 North,3,7,0,@ Home,L,Score @ Home,40.2,9.6,88.7,6.3,0.0,partly-cloudy-day,2019-05-05,10
2019-04-20 16:00:00,Aberdeen Roughnecks,NFC 1 North,42,0,580,@ Away,W,Score @ Away,42.6,30.4,90.7,6.1,0.54,rain,2019-04-20,42
2019-04-14 14:00:00,Aberdeen Roughnecks,NFC 1 North,12,23,0,@ Home,L,Score @ Home,38.3,21.6,68.0,6.4,0.0,partly-cloudy-day,2019-04-14,35
2019-07-21 13:00:00,Gateshead Senators,NFC 1 North,0,40,261,@ Away,L,Score @ Away,60.5,16.2,84.9,8.9,0.08,rain,2019-07-21,40
2019-07-07 12:00:00,Gateshead Senators,NFC 1 North,14,53,0,@ Home,L,Score @ Home,52.7,10.5,80.9,9.4,0.0,partly-cloudy-day,2019-07-07,67
2019-06-23 14:00:00,Gateshead Senators,NFC 1 North,0,56,406,@ Away,L,Score @ Away,56.5,15.8,78.5,6.3,0.0,clear-day,2019-06-23,56
2019-06-16 14:00:00,Gateshead Senators,NFC 1 North,7,53,0,@ Home,L,Score @ Home,55.5,27.2,82.2,7.5,0.13,rain,2019-06-16,60
2019-02-06 15:00:00,Gateshead Senators,NFC 1 North,12,49,258,@ Away,L,Score @ Away,49.2,10.7,80.4,8.1,0.04,rain,2019-02-06,61
2019-05-26 14:00:00,Gateshead Senators,NFC 1 North,6,36,0,@ Home,L,Score @ Home,58.8,10.3,94.5,12.3,1.0,rain,2019-05-26,42
2019-05-19 14:00:00,Gateshead Senators,NFC 1 North,0,63,19,@ Away,L,Score @ Away,57.4,10.5,69.3,16.6,0.0,partly-cloudy-day,2019-05-19,63
2019-12-05 14:00:00,Gateshead Senators,NFC 1 North,0,42,0,@ Home,L,Score @ Home,36.4,21.0,87.9,7.4,0.29,rain,2019-12-05,42
2019-05-05 13:45:00,Gateshead Senators,NFC 1 North,6,22,163,@ Away,L,Score @ Away,57.4,23.5,83.0,8.3,0.17,rain,2019-05-05,28
2019-04-14 14:00:00,Gateshead Senators,NFC 1 North,0,24,0,@ Home,L,Score @ Home,38.6,12.8,68.7,10.8,0.0,partly-cloudy-day,2019-04-14,24
2019-07-28 14:00:00,Nottingham Caesars,NFC 1 South,14,37,0,@ Home,L,Score @ Home,58.9,12.7,61.5,6.1,0.0,clear-day,2019-07-28,51
2019-07-07 14:00:00,Nottingham Caesars,NFC 1 South,58,0,80,@ Away,W,Score @ Away,58.4,9.6,74.7,18.3,0.0,clear-day,2019-07-07,58
2019-06-23 14:30:00,Nottingham Caesars,NFC 1 South,0,48,0,@ Home,L,Score @ Home,59.5,12.8,80.5,14.9,0.0,partly-cloudy-day,2019-06-23,48
2019-09-06 14:30:00,Nottingham Caesars,NFC 1 South,16,36,0,@ Home,L,Score @ Home,55.9,18.3,76.8,13.9,0.04,rain,2019-09-06,52
2019-02-06 14:00:00,Nottingham Caesars,NFC 1 South,20,6,113,@ Away,W,Score @ Away,38.7,11.6,88.3,12.1,0.08,rain,2019-02-06,26
2019-05-26 14:30:00,Nottingham Caesars,NFC 1 South,52,0,0,@ Home,W,Score @ Home,59.2,16.2,76.0,18.3,0.15,rain,2019-05-26,52
2019-05-05 14:00:00,Nottingham Caesars,NFC 1 South,15,31,185,@ Away,L,Score @ Away,43.4,16.5,68.0,21.5,0.0,partly-cloudy-day,2019-05-05,46
2019-04-28 14:00:00,Nottingham Caesars,NFC 1 South,38,6,0,@ Home,W,Score @ Home,46.5,12.8,76.4,16.7,0.08,rain,2019-04-28,44
2019-04-21 14:00:00,Nottingham Caesars,NFC 1 South,6,41,98,@ Away,L,Score @ Away,57.4,6.3,60.8,12.5,0.0,clear-day,2019-04-21,47
2019-04-14 14:00:00,Nottingham Caesars,NFC 1 South,7,6,159,@ Away,W,Score @ Away,35.2,18.9,65.4,19.3,0.0,partly-cloudy-day,2019-04-14,13
2019-07-28 14:00:00,Sandwell Steelers,NFC 1 South,29,24,0,@ Home,W,Score @ Home,57.5,7.7,53.8,8.0,0.0,clear-day,2019-07-28,53
2019-07-21 14:00:00,Sandwell Steelers,NFC 1 South,42,0,0,@ Home,W,Score @ Home,58.7,10.5,90.7,11.7,0.59,rain,2019-07-21,42
2019-06-30 14:00:00,Sandwell Steelers,NFC 1 South,43,0,118,@ Away,W,Score @ Away,63.8,15.1,70.5,19.8,0.0,partly-cloudy-day,2019-06-30,43
2019-06-23 14:30:00,Sandwell Steelers,NFC 1 South,48,0,98,@ Away,W,Score @ Away,59.5,12.8,80.5,14.9,0.0,partly-cloudy-day,2019-06-23,48
2019-02-06 14:00:00,Sandwell Steelers,NFC 1 South,59,6,168,@ Away,W,Score @ Away,37.2,14.5,86.9,9.7,0.14,rain,2019-02-06,65
2019-12-05 14:00:00,Sandwell Steelers,NFC 1 South,66,0,0,@ Home,W,Score @ Home,36.7,18.1,92.9,9.7,0.01,rain,2019-12-05,66
2019-04-05 17:00:00,Sandwell Steelers,NFC 1 South,57,12,0,@ Home,W,Score @ Home,42.1,18.2,74.3,21.1,0.07,rain,2019-04-05,69
2019-04-28 14:00:00,Sandwell Steelers,NFC 1 South,37,0,48,@ Away,W,Score @ Away,45.6,17.7,78.4,13.6,0.1,rain,2019-04-28,37
2019-04-21 14:00:00,Sandwell Steelers,NFC 1 South,41,6,0,@ Home,W,Score @ Home,57.4,6.3,60.8,12.5,0.0,clear-day,2019-04-21,47
2019-04-14 14:00:00,Sandwell Steelers,NFC 1 South,48,0,163,@ Away,W,Score @ Away,30.9,19.0,71.9,14.2,0.0,partly-cloudy-day,2019-04-14,48
2019-07-21 14:00:00,Chester Romans,NFC 1 South,60,0,0,@ Home,W,Score @ Home,36.0,17.6,63.3,6.5,0.0,partly-cloudy-day,2019-07-21,60
2019-07-07 15:00:00,Chester Romans,NFC 1 South,36,41,91,@ Away,L,Score @ Away,63.2,12.5,74.4,24.1,0.0,partly-cloudy-day,2019-07-07,77
2019-06-30 14:00:00,Chester Romans,NFC 1 South,0,43,0,@ Home,L,Score @ Home,63.8,15.1,70.5,19.8,0.0,partly-cloudy-day,2019-06-30,43
2019-06-23 14:00:00,Chester Romans,NFC 1 South,6,20,79,@ Away,L,Score @ Away,60.6,13.2,77.2,11.6,0.08,rain,2019-06-23,26
2019-09-06 14:00:00,Chester Romans,NFC 1 South,42,0,143,@ Away,W,Score @ Away,55.2,18.5,78.7,13.3,0.07,rain,2019-09-06,42
2019-05-19 14:00:00,Chester Romans,NFC 1 South,16,22,0,@ Home,L,Score @ Home,53.4,12.1,81.7,17.9,0.0,partly-cloudy-day,2019-05-19,38
2019-12-05 14:00:00,Chester Romans,NFC 1 South,20,14,0,@ Home,W,Score @ Home,44.5,23.9,83.6,20.5,0.0,partly-cloudy-day,2019-12-05,34
2019-04-05 17:00:00,Chester Romans,NFC 1 South,12,57,118,@ Away,L,Score @ Away,42.1,18.2,74.3,21.1,0.07,rain,2019-04-05,69
2019-04-28 14:00:00,Chester Romans,NFC 1 South,6,38,159,@ Away,L,Score @ Away,46.5,12.8,76.4,16.7,0.08,rain,2019-04-28,44
2019-04-14 14:00:00,Chester Romans,NFC 1 South,6,7,0,@ Home,L,Score @ Home,35.2,18.9,65.4,19.3,0.0,partly-cloudy-day,2019-04-14,13
2019-07-28 14:00:00,Lancashire Wolverines,NFC 1 South,24,29,168,@ Away,L,Score @ Away,57.5,7.7,53.8,8.0,0.0,clear-day,2019-07-28,53
2019-07-07 15:00:00,Lancashire Wolverines,NFC 1 South,41,36,0,@ Home,W,Score @ Home,63.2,12.5,74.4,24.1,0.0,partly-cloudy-day,2019-07-07,77
2019-06-23 14:00:00,Lancashire Wolverines,NFC 1 South,50,0,155,@ Away,W,Score @ Away,57.6,13.6,84.6,11.6,0.0,partly-cloudy-day,2019-06-23,50
2019-06-16 13:00:00,Lancashire Wolverines,NFC 1 South,22,21,0,@ Home,W,Score @ Home,55.7,17.1,78.3,21.2,0.08,rain,2019-06-16,43
2019-09-06 14:30:00,Lancashire Wolverines,NFC 1 South,36,16,185,@ Away,W,Score @ Away,55.9,18.3,76.8,13.9,0.04,rain,2019-09-06,52
2019-02-06 14:00:00,Lancashire Wolverines,NFC 1 South,6,59,0,@ Home,L,Score @ Home,37.2,14.5,86.9,9.7,0.14,rain,2019-02-06,65
2019-05-19 15:00:00,Lancashire Wolverines,NFC 1 South,52,14,0,@ Home,W,Score @ Home,53.5,10.9,82.2,20.2,0.0,partly-cloudy-day,2019-05-19,66
2019-12-05 14:00:00,Lancashire Wolverines,NFC 1 South,14,20,91,@ Away,L,Score @ Away,44.5,23.9,83.6,20.5,0.0,partly-cloudy-day,2019-12-05,34
2019-05-05 14:00:00,Lancashire Wolverines,NFC 1 South,31,15,0,@ Home,W,Score @ Home,43.4,16.5,68.0,21.5,0.0,partly-cloudy-day,2019-05-05,46
2019-04-14 14:00:00,Lancashire Wolverines,NFC 1 South,8,15,154,@ Away,L,Score @ Away,33.9,19.6,67.1,14.4,0.0,partly-cloudy-day,2019-04-14,23
2019-07-21 14:00:00,Doncaster Mustangs,NFC 1 South,0,60,143,@ Away,L,Score @ Away,36.0,17.6,63.3,6.5,0.0,partly-cloudy-day,2019-07-21,60
2019-07-07 14:00:00,Doncaster Mustangs,NFC 1 South,0,58,0,@ Home,L,Score @ Home,58.4,9.6,74.7,18.3,0.0,clear-day,2019-07-07,58
2019-06-30 14:00:00,Doncaster Mustangs,NFC 1 South,0,43,177,@ Away,L,Score @ Away,62.1,19.0,73.2,15.1,0.0,partly-cloudy-day,2019-06-30,43
2019-06-23 14:00:00,Doncaster Mustangs,NFC 1 South,0,50,0,@ Home,L,Score @ Home,57.6,13.6,84.6,11.6,0.0,partly-cloudy-day,2019-06-23,50
2019-09-06 14:00:00,Doncaster Mustangs,NFC 1 South,0,42,0,@ Home,L,Score @ Home,55.2,18.5,78.7,13.3,0.07,rain,2019-09-06,42
2019-05-26 14:30:00,Doncaster Mustangs,NFC 1 South,0,52,80,@ Away,L,Score @ Away,59.2,16.2,76.0,18.3,0.15,rain,2019-05-26,52
2019-05-19 15:00:00,Doncaster Mustangs,NFC 1 South,14,52,155,@ Away,L,Score @ Away,53.5,10.9,82.2,20.2,0.0,partly-cloudy-day,2019-05-19,66
2019-12-05 14:00:00,Doncaster Mustangs,NFC 1 South,0,66,163,@ Away,L,Score @ Away,36.7,18.1,92.9,9.7,0.01,rain,2019-12-05,66
2019-04-21 14:00:00,Doncaster Mustangs,NFC 1 South,6,36,0,@ Home,L,Score @ Home,58.1,10.0,53.2,9.0,0.0,clear-day,2019-04-21,42
2019-04-14 14:00:00,Doncaster Mustangs,NFC 1 South,0,48,0,@ Home,L,Score @ Home,30.9,19.0,71.9,14.2,0.0,partly-cloudy-day,2019-04-14,48
2019-07-28 14:00:00,Shropshire Revolution,NFC 1 South,37,14,113,@ Away,W,Score @ Away,58.9,12.7,61.5,6.1,0.0,clear-day,2019-07-28,51
2019-07-21 14:00:00,Shropshire Revolution,NFC 1 South,0,42,48,@ Away,L,Score @ Away,58.7,10.5,90.7,11.7,0.59,rain,2019-07-21,42
2019-06-30 14:00:00,Shropshire Revolution,NFC 1 South,43,0,0,@ Home,W,Score @ Home,62.1,19.0,73.2,15.1,0.0,partly-cloudy-day,2019-06-30,43
2019-06-23 14:00:00,Shropshire Revolution,NFC 1 South,20,6,0,@ Home,W,Score @ Home,60.6,13.2,77.2,11.6,0.08,rain,2019-06-23,26
2019-06-16 13:00:00,Shropshire Revolution,NFC 1 South,21,22,154,@ Away,L,Score @ Away,55.7,17.1,78.3,21.2,0.08,rain,2019-06-16,43
2019-02-06 14:00:00,Shropshire Revolution,NFC 1 South,6,20,0,@ Home,L,Score @ Home,38.7,11.6,88.3,12.1,0.08,rain,2019-02-06,26
2019-05-19 14:00:00,Shropshire Revolution,NFC 1 South,22,16,79,@ Away,W,Score @ Away,53.4,12.1,81.7,17.9,0.0,partly-cloudy-day,2019-05-19,38
2019-04-28 14:00:00,Shropshire Revolution,NFC 1 South,0,37,0,@ Home,L,Score @ Home,45.6,17.7,78.4,13.6,0.1,rain,2019-04-28,37
2019-04-21 14:00:00,Shropshire Revolution,NFC 1 South,36,6,177,@ Away,W,Score @ Away,58.1,10.0,53.2,9.0,0.0,clear-day,2019-04-21,42
2019-04-14 14:00:00,Shropshire Revolution,NFC 1 South,15,8,0,@ Home,W,Score @ Home,33.9,19.6,67.1,14.4,0.0,partly-cloudy-day,2019-04-14,23
2019-07-28 14:00:00,Portsmouth Dreadnoughts,SFC 1 West,13,22,0,@ Home,L,Score @ Home,64.6,20.0,73.1,23.9,0.0,partly-cloudy-day,2019-07-28,35
2019-07-07 13:30:00,Portsmouth Dreadnoughts,SFC 1 West,13,28,94,@ Away,L,Score @ Away,61.3,8.0,83.7,15.2,0.08,rain,2019-07-07,41
2019-06-30 14:00:00,Portsmouth Dreadnoughts,SFC 1 West,9,47,0,@ Home,L,Score @ Home,63.5,17.6,77.6,18.4,0.0,partly-cloudy-day,2019-06-30,56
2019-06-16 14:30:00,Portsmouth Dreadnoughts,SFC 1 West,36,17,125,@ Away,W,Score @ Away,56.0,18.0,82.0,15.8,0.08,rain,2019-06-16,53
2019-09-06 14:00:00,Portsmouth Dreadnoughts,SFC 1 West,19,21,0,@ Home,L,Score @ Home,55.5,22.0,82.2,19.2,0.01,rain,2019-09-06,40
2019-02-06 14:00:00,Portsmouth Dreadnoughts,SFC 1 West,47,0,0,@ Home,W,Score @ Home,43.1,22.2,98.0,4.3,0.16,rain,2019-02-06,47
2019-05-19 14:30:00,Portsmouth Dreadnoughts,SFC 1 West,7,42,0,@ Home,L,Score @ Home,54.6,8.7,84.2,6.9,0.04,rain,2019-05-19,49
2019-05-05 15:00:00,Portsmouth Dreadnoughts,SFC 1 West,8,13,149,@ Away,L,Score @ Away,41.9,10.3,65.2,17.9,0.0,partly-cloudy-day,2019-05-05,21
2019-04-28 14:00:00,Portsmouth Dreadnoughts,SFC 1 West,38,27,105,@ Away,W,Score @ Away,46.9,12.8,67.4,20.7,0.0,partly-cloudy-day,2019-04-28,65
2019-04-14 13:30:00,Portsmouth Dreadnoughts,SFC 1 West,14,41,36,@ Away,L,Score @ Away,34.8,16.7,67.1,11.9,0.0,partly-cloudy-day,2019-04-14,55
2019-07-28 13:30:00,Solent Thrashers,SFC 1 West,24,19,0,@ Home,W,Score @ Home,64.0,15.1,69.7,17.4,0.0,partly-cloudy-day,2019-07-28,43
2019-07-21 15:00:00,Solent Thrashers,SFC 1 West,37,6,76,@ Away,W,Score @ Away,63.0,13.4,74.4,21.7,0.0,partly-cloudy-day,2019-07-21,43
2019-07-07 15:00:00,Solent Thrashers,SFC 1 West,58,7,0,@ Home,W,Score @ Home,63.1,10.3,78.0,12.3,0.05,rain,2019-07-07,65
2019-06-30 14:00:00,Solent Thrashers,SFC 1 West,47,9,36,@ Away,W,Score @ Away,63.5,17.6,77.6,18.4,0.0,partly-cloudy-day,2019-06-30,56
2019-06-23 13:30:00,Solent Thrashers,SFC 1 West,32,13,109,@ Away,W,Score @ Away,64.9,12.7,75.1,13.8,0.0,partly-cloudy-day,2019-06-23,45
2019-09-06 15:00:00,Solent Thrashers,SFC 1 West,28,0,0,@ Home,W,Score @ Home,55.0,18.0,82.3,16.3,0.01,rain,2019-09-06,28
2019-02-06 15:00:00,Solent Thrashers,SFC 1 West,10,0,130,@ Away,W,Score @ Away,44.3,11.7,92.1,8.7,0.12,rain,2019-02-06,10
2019-05-05 15:00:00,Solent Thrashers,SFC 1 West,13,10,0,@ Home,W,Score @ Home,43.6,7.7,64.8,16.7,0.0,partly-cloudy-day,2019-05-05,23
2019-04-28 14:00:00,Solent Thrashers,SFC 1 West,52,7,96,@ Away,W,Score @ Away,46.9,12.4,68.5,19.3,0.0,partly-cloudy-day,2019-04-28,59
2019-04-14 13:30:00,Solent Thrashers,SFC 1 West,41,14,0,@ Home,W,Score @ Home,34.8,16.7,67.1,11.9,0.0,partly-cloudy-day,2019-04-14,55
2019-07-28 13:30:00,Sussex Thunder,SFC 1 West,48,12,0,@ Home,W,Score @ Home,63.9,16.4,77.6,21.8,0.0,partly-cloudy-day,2019-07-28,60
2019-07-21 14:30:00,Sussex Thunder,SFC 1 West,55,18,176,@ Away,W,Score @ Away,62.6,12.3,75.4,18.6,0.0,partly-cloudy-day,2019-07-21,73
2019-07-07 13:30:00,Sussex Thunder,SFC 1 West,28,13,0,@ Home,W,Score @ Home,61.3,8.0,83.7,15.2,0.08,rain,2019-07-07,41
2019-06-30 15:00:00,Sussex Thunder,SFC 1 West,23,6,134,@ Away,W,Score @ Away,66.3,14.5,67.6,19.2,0.0,partly-cloudy-day,2019-06-30,29
2019-06-23 13:30:00,Sussex Thunder,SFC 1 West,13,32,0,@ Home,L,Score @ Home,64.9,12.7,75.1,13.8,0.0,partly-cloudy-day,2019-06-23,45
2019-06-16 14:00:00,Sussex Thunder,SFC 1 West,17,6,126,@ Away,W,Score @ Away,56.8,19.1,81.9,17.0,0.04,rain,2019-06-16,23
2019-05-19 14:30:00,Sussex Thunder,SFC 1 West,42,7,94,@ Away,W,Score @ Away,54.6,8.7,84.2,6.9,0.04,rain,2019-05-19,49
2019-12-05 13:30:00,Sussex Thunder,SFC 1 West,21,28,0,@ Home,L,Score @ Home,35.9,17.4,93.9,7.0,0.0,partly-cloudy-day,2019-12-05,49
2019-05-05 15:00:00,Sussex Thunder,SFC 1 West,10,13,109,@ Away,L,Score @ Away,43.6,7.7,64.8,16.7,0.0,partly-cloudy-day,2019-05-05,23
2019-04-14 13:30:00,Sussex Thunder,SFC 1 West,43,7,0,@ Home,W,Score @ Home,34.4,13.8,72.2,12.9,0.0,clear-day,2019-04-14,50
2019-07-28 13:30:00,Berkshire Renegades,SFC 1 West,12,48,126,@ Away,L,Score @ Away,63.9,16.4,77.6,21.8,0.0,partly-cloudy-day,2019-07-28,60
2019-07-21 15:00:00,Berkshire Renegades,SFC 1 West,6,37,0,@ Home,L,Score @ Home,63.0,13.4,74.4,21.7,0.0,partly-cloudy-day,2019-07-21,43
2019-07-07 15:00:00,Berkshire Renegades,SFC 1 West,25,34,65,@ Away,L,Score @ Away,62.3,9.8,76.0,16.0,0.07,rain,2019-07-07,59
2019-06-30 14:30:00,Berkshire Renegades,SFC 1 West,26,7,42,@ Away,W,Score @ Away,63.6,14.5,72.7,16.7,0.0,partly-cloudy-day,2019-06-30,33
2019-06-16 14:00:00,Berkshire Renegades,SFC 1 West,6,17,0,@ Home,L,Score @ Home,56.8,19.1,81.9,17.0,0.04,rain,2019-06-16,23
2019-09-06 15:00:00,Berkshire Renegades,SFC 1 West,0,28,76,@ Away,L,Score @ Away,55.0,18.0,82.3,16.3,0.01,rain,2019-09-06,28
2019-02-06 14:00:00,Berkshire Renegades,SFC 1 West,0,47,105,@ Away,L,Score @ Away,43.1,22.2,98.0,4.3,0.16,rain,2019-02-06,47
2019-12-05 14:00:00,Berkshire Renegades,SFC 1 West,12,24,0,@ Home,L,Score @ Home,35.0,18.3,92.8,8.1,0.01,rain,2019-12-05,36
2019-04-28 14:00:00,Berkshire Renegades,SFC 1 West,27,38,0,@ Home,L,Score @ Home,46.9,12.8,67.4,20.7,0.0,partly-cloudy-day,2019-04-28,65
2019-04-14 14:00:00,Berkshire Renegades,SFC 1 West,16,49,0,@ Home,L,Score @ Home,34.3,14.2,68.9,12.1,0.0,partly-cloudy-day,2019-04-14,65
2019-07-28 14:00:00,Oxford Saints,SFC 1 West,22,13,125,@ Away,W,Score @ Away,64.6,20.0,73.1,23.9,0.0,partly-cloudy-day,2019-07-28,35
2019-07-21 14:30:00,Oxford Saints,SFC 1 West,18,55,0,@ Home,L,Score @ Home,62.6,12.3,75.4,18.6,0.0,partly-cloudy-day,2019-07-21,73
2019-07-07 15:00:00,Oxford Saints,SFC 1 West,7,58,96,@ Away,L,Score @ Away,63.1,10.3,78.0,12.3,0.05,rain,2019-07-07,65
2019-06-30 14:30:00,Oxford Saints,SFC 1 West,7,26,0,@ Home,L,Score @ Home,63.6,14.5,72.7,16.7,0.0,partly-cloudy-day,2019-06-30,33
2019-06-23 15:00:00,Oxford Saints,SFC 1 West,9,46,87,@ Away,L,Score @ Away,64.3,13.8,72.4,14.3,0.0,partly-cloudy-day,2019-06-23,55
2019-06-16 14:30:00,Oxford Saints,SFC 1 West,17,36,0,@ Home,L,Score @ Home,56.0,18.0,82.0,15.8,0.08,rain,2019-06-16,53
2019-05-26 14:00:00,Oxford Saints,SFC 1 West,8,40,0,@ Home,L,Score @ Home,58.9,13.9,82.0,17.1,0.01,rain,2019-05-26,48
2019-12-05 14:00:00,Oxford Saints,SFC 1 West,24,12,42,@ Away,W,Score @ Away,35.0,18.3,92.8,8.1,0.01,rain,2019-12-05,36
2019-04-28 14:00:00,Oxford Saints,SFC 1 West,7,52,0,@ Home,L,Score @ Home,46.9,12.4,68.5,19.3,0.0,partly-cloudy-day,2019-04-28,59
2019-04-14 13:30:00,Oxford Saints,SFC 1 West,7,43,176,@ Away,L,Score @ Away,34.4,13.8,72.2,12.9,0.0,clear-day,2019-04-14,50
2019-07-28 13:30:00,Hertfordshire Cheetahs,SFC 1 West,19,24,130,@ Away,L,Score @ Away,64.0,15.1,69.7,17.4,0.0,partly-cloudy-day,2019-07-28,43
2019-07-07 15:00:00,Hertfordshire Cheetahs,SFC 1 West,34,25,0,@ Home,W,Score @ Home,62.3,9.8,76.0,16.0,0.07,rain,2019-07-07,59
2019-06-30 15:00:00,Hertfordshire Cheetahs,SFC 1 West,6,23,0,@ Home,L,Score @ Home,66.3,14.5,67.6,19.2,0.0,partly-cloudy-day,2019-06-30,29
2019-06-23 15:00:00,Hertfordshire Cheetahs,SFC 1 West,46,9,0,@ Home,W,Score @ Home,64.3,13.8,72.4,14.3,0.0,partly-cloudy-day,2019-06-23,55
2019-09-06 14:00:00,Hertfordshire Cheetahs,SFC 1 West,21,19,149,@ Away,W,Score @ Away,55.5,22.0,82.2,19.2,0.01,rain,2019-09-06,40
2019-02-06 15:00:00,Hertfordshire Cheetahs,SFC 1 West,0,10,0,@ Home,L,Score @ Home,44.3,11.7,92.1,8.7,0.12,rain,2019-02-06,10
2019-05-26 14:00:00,Hertfordshire Cheetahs,SFC 1 West,40,8,87,@ Away,W,Score @ Away,58.9,13.9,82.0,17.1,0.01,rain,2019-05-26,48
2019-12-05 13:30:00,Hertfordshire Cheetahs,SFC 1 West,28,21,134,@ Away,W,Score @ Away,35.9,17.4,93.9,7.0,0.0,partly-cloudy-day,2019-12-05,49
2019-05-05 15:00:00,Hertfordshire Cheetahs,SFC 1 West,13,8,0,@ Home,W,Score @ Home,41.9,10.3,65.2,17.9,0.0,partly-cloudy-day,2019-05-05,21
2019-04-14 14:00:00,Hertfordshire Cheetahs,SFC 1 West,49,16,65,@ Away,W,Score @ Away,34.3,14.2,68.9,12.1,0.0,partly-cloudy-day,2019-04-14,65
2019-07-28 14:30:00,Cambridgeshire Cats,SFC 1 East,29,0,0,@ Home,W,Score @ Home,60.2,14.6,96.0,10.8,0.3,rain,2019-07-28,29
2019-06-30 14:30:00,Cambridgeshire Cats,SFC 1 East,6,9,0,@ Home,L,Score @ Home,66.7,15.3,69.3,18.7,0.0,partly-cloudy-day,2019-06-30,15
2019-06-23 14:00:00,Cambridgeshire Cats,SFC 1 East,14,9,101,@ Away,W,Score @ Away,65.3,14.7,69.9,14.5,0.0,partly-cloudy-day,2019-06-23,23
